Home Improvement,Above Ground Swimming Pool Installation,Marmol and Granite,./results/images/194913193527435755_MarmolandGranite.jpg,5.0,1,"Introduction: We offer granite countertops, vanities, and new cabinets.We make all kitchen remodeling and have the kitchen of your dream.",,
Home Improvement,Above Ground Swimming Pool Installation,Manny's odd jobs,./results/images/194913193527435755_Mannysoddjobs.jpg,5.0,1,"Introduction: I care about my work I do , if you don't enjoy the work you do you cant see the beauty in itI can work outdoors , connect with customers , learn more about new thing to come",,
Home Improvement,Above Ground Swimming Pool Installation,K &F Solutions,./results/images/194913193527435755_KFSolutions.jpg,5.0,2,Introduction: At K & F Solutions we treat your home like it is our own. We do not cut corners and use the highest of quality materials which will last and we make sure the job is done correctly and how you want it the first time. We insure all of our work and make sure you are happy before we leave the jobsite every day.My favorite part of my job is taking a normal structure and changing it into something beautiful and amazing. Seeing the reaction and face of the customer is always my favorite part of the job. Just knowing how happy and satisfied they are is almost payment in itself.,,
Home Improvement,Above Ground Swimming Pool Installation,C Seasons Pools N Spa,./results/images/194913193527435755_CSeasonsPoolsNSpa.jpg,3.8,8,"Introduction: I have been opening, cleaning and installing pools for ten years. My work is guaranteed Turning your back yard into your your personal vacation spot. I have installed over 500 pools. Everyone is unique.",,
Home Improvement,Above Ground Swimming Pool Installation,DIA Services,./results/images/194913193527435755_DIAServices.jpg,4.7,34,"Introduction: Multiple skill set. Cabinet and furniture maker, general carpentry, electrical and plumbing, as well as, farming.I enjoy the fact that it has provide me with a wide variety of people experience. Through engaging the direct principals in an agreement you take on a greater commitment and responsibility leading to your Personal Brand.",,
Home Improvement,Above Ground Swimming Pool Installation,HJ's Stone Artistry Restorations LLC,./results/images/194913193527435755_HJsStoneArtistryRestorationsLLC.jpg,5.0,6,Introduction: I take control of each and every job I do. I understand my customers needs and wants.That I am creative and My work is all Original,,
Home Improvement,Above Ground Swimming Pool Installation,Saucedo pool & spa,./results/images/194913193527435755_Saucedopoolspa.jpg,5.0,2,"Introduction: Seeing families enjoying their backyards like if they were on vacation.23 years hands-on experience on concrete pools,stainless steel pools,fiberglass pools,vinyl liner pools,and above ground pools. Service, filter system,Plumbing, electrical, heaters ,heat pumps, automations,leak detection, Salt system, acid wash, Weekly service,liners,pool lights, plaster, tile, coping, bonding and grounding,Sauna installation and service, steam room installation and service",,
Home Improvement,Above Ground Swimming Pool Installation,Corniel Construction LLC,./results/images/194913193527435755_CornielConstructionLLC.jpg,4.4,25,"Customers rated this pro highly for work quality, responsiveness, and professionalism.",,
Home Improvement,Air Quality and Environmental Testing,"Oasis Indoor Environmental, Inc.",./results/images/261970175153856855_OasisIndoorEnvironmentalInc.jpg,4.8,6,"Introduction: Oasis Indoor Environmental, Inc. is a company dedicated to providing unbiased professional assessments of your indoor air quality. We do inspection and testing only. This keeps us as an unbiased third-party when assessing your air quality or mold situation. You will speak to the owner directly and I am always ready to take the time with you, on the phone, and figure out what your needs are and how I can help. Ask all the questions you want. I have 15 years experience doing air quality and mold inspections and have good reviews on HomeAdvisor, parkslopeparents and others. I was also featured on Good Morning America! a while back, maybe you saw me on TV. My reports are customized, my service is professional and thorough.I enjoy the opportunity to meet people and help them with something that is really concerning them. I enjoy the problem solving and investigative work it requires. You will often see me just trying to figure it all out, and making sure I have the whole picture before coming to a conclusion. I don't want to waste your time or money on things that aren't going to help you.","https://www.facebook.com/NYCAirQuality/,https://www.instagram.com/oasis_indoor_enviro/,https://twitter.com/OasisIE",
Home Improvement,Air Quality and Environmental Testing,Basis Property Inspection Services LLC,./results/images/261970175153856855_BasisPropertyInspectionServicesLLC.jpg,5.0,44,"Customers rated this pro highly for value, punctuality, and responsiveness.",,
Home Improvement,Air Quality and Environmental Testing,IPMC - Immediate Property Management Corp,./results/images/261970175153856855_IPMCImmediatePropertyManagementCorp.jpg,4.8,26,"Introduction: We have state and national certifications. We are licensed for through NYS Dept of Labor. We work extremely close with the customer, giving them as much knowledge as possible, so they can make an informed decision. We work with adjusters and insurance companies and use xactimate pricing.We enjoy dealing with customers and setting them at ease. We als enjoy a challenge.",,
Home Improvement,Air Quality and Environmental Testing,Green Ductors,./results/images/261970175153856855_GreenDuctors.jpg,4.9,64,"Introduction: We are very concern about raising number of Allergies in US. More than 50% of Americans tests positive for one of Allegens.Our company has a priority to remove all Allergens from your home Ventilation. You spend most of your time Indoors.Indoor Air Quality in TOP 5 risks by EPA.We want to make you life better, make your home a healthy place to live at.We proud to have a positive feedback proved by Social Media (Yelp, Google) and for our company best reward is grateful-repeat customers. CleaningPRO Team Grateful for you Business.We are here only for You.","https://www.facebook.com/greencleaningpro/,https://www.instagram.com/greenaircare/",
Home Improvement,Air Quality and Environmental Testing,Euro Contracting Group Inc.,./results/images/261970175153856855_EuroContractingGroupInc.jpg,4.3,14,"Introduction: We do accept Credit CardVisa, Master Card, American Express, DiscoverEuro Contracting Group Inc. Has more then decade of experience providing high quality residential and commercial remodeling.",,
Home Improvement,Air Quality and Environmental Testing,TKOR Solutions,./results/images/261970175153856855_TKORSolutions.jpg,5.0,11,"Introduction: At TKOR Solutions , we have a vast amount of experience in fast, clean and efficient remediation and property preservation, including but not limited to: mold removal and restoration; fire/water damage emergency response and restoration; and natural disaster emergency response and restoration.At TKOR Solutions , we enjoy brining our client's properties back to optimal conditions or preserving them to assure they stay that way. Fully aware of the stress that comes with remediation requiring issues, we pride ourselves on our considerate, discrete, clean and efficient way of approaching, preserving and remediating properties of all sorts.","https://m.facebook.com/tkor.solutions,https://www.instagram.com/tkor.solutions",
Home Improvement,Air Quality and Environmental Testing,Big apple Clean Up Corp,./results/images/261970175153856855_BigappleCleanUpCorp.jpg,4.6,18,"Introduction: Our customers become family, that's how much we care. Assisting our customers having a clear space which leads to a clear mind.","www.facebook.com/bigapplecleanup ,www.instagram.com/bigapplecleanup ",
Home Improvement,Air Quality and Environmental Testing,"Berry's Home Improvements & Handyman Services, LLC",./results/images/261970175153856855_BerrysHomeImprovementsHandymanServicesLLC.jpg,4.9,363,"Introduction: I pride my self on maintaining a high level of professionalism along with superior craftsmanship. I respond to emergencies and will do the jobs that you are not sure if you need to call a plumber, carpenter, etc... at a price that great. I can work with the low prices because I know each client has the potential for exponential growth.With over 20 years of hands-on working experience in property restoration and management, I bring an unmatched customer service and guaranteed satisfaction.Much of my customer base is returning customers and happy referrals.I specialize in emergency services and unconventional operational hours. I do the jobs that you're not sure who to call about, from repairing a leaky toilet, rewiring an electrical outlet, clearing a clogged drain to remodeling your kitchen and bathroom and everything in between.Working mostly in the evenings and on weekends is a convenient alternative to having to rearrange your schedule.I offer prices that will beat just about anyone and with a quality that is superior.Pictures and references are always available.I am certified on the following:* ACHP Certified * HVAC* Mold Remediation* Multiple Plumbing Applications* Swimming Pool Operation and Management* Heating Fuel Distribution Systems* Condensing Gas Boiler Installation and MaintenanceI do the following:Plumbing* Sinks* Tubs* Toilets* Water Heaters* Leak RepairElectrical Work* Circut Breaker Replacement* Outlet Repair/Replacement* Switches* Lighting UpgradesTub and Tile Work* Ceramic Tile Repair/Replacement* Grout Rejuvenation* Make Your Tub Look New* Tile Floors* Tile Walls* BacksplashCabinets* Installation* Repairs* Refinishing* Heating and A/C Repair and Maintenance* Appliance Repair* Carpentry and Deck Repair/Maintenance* Painting and Drywall The list goes on and on. The job is done right at the right price and time that works for you!Interacting with and making people happy! The feeling of accomplishment out of every job, when I walk away and know I made someones day.",,
Home Improvement,Air Quality and Environmental Testing,"Timely Home Inspection, LLC",./results/images/261970175153856855_TimelyHomeInspectionLLC.jpg,5.0,9,"Introduction: We provide you with a well written report in an electronic format and plenty of pictures.The report is generated within 48 hours of the completion of the inspection.Our latest addition to our technology advancements is a Camera Drone (UAS) for aerial views & inspecting - all included FREE for the same inspection price!*We provide you with a clear and concise report that describes the components that were inspected at your new home.You will see what we have seen. We will explain everything we find and answer all your questions at the inspection and even after your report is generated. You will then be able to make an informed, educated decision about what needs to be addressed.We are committed to your satisfaction and are always just a phone call away.* UAS Disclaimer -not every inspection will be able to take advantage of our drone's capabilities. Location, weather, winds, and obstruction dependent.Helping put people at ease about their home purchase.",,
